,source_IP,destination_IP,source_MAC,destination_MAC,source_Port,destination_Port
0,192.168.30.134,216.58.193.10,005056fa9082,000c29444ae1,443,45214
1,216.58.193.10,192.168.30.134,000c29444ae1,005056fa9082,45214,443
2,127.0.0.53,127.0.0.1,000000000000,000000000000,39349,53
3,127.0.0.53,127.0.0.1,000000000000,000000000000,39349,53
4,127.0.0.53,127.0.0.1,000000000000,000000000000,39349,53
5,127.0.0.53,127.0.0.1,000000000000,000000000000,39349,53
6,192.168.30.2,192.168.30.134,000c29444ae1,005056fa9082,58165,53
7,192.168.30.2,192.168.30.134,000c29444ae1,005056fa9082,40321,53
8,192.168.30.134,192.168.30.2,005056fa9082,000c29444ae1,53,40321
9,127.0.0.1,127.0.0.53,000000000000,000000000000,53,39349
10,127.0.0.1,127.0.0.53,000000000000,000000000000,53,39349
11,192.168.30.134,192.168.30.2,005056fa9082,000c29444ae1,53,58165
12,127.0.0.1,127.0.0.53,000000000000,000000000000,53,39349
13,127.0.0.1,127.0.0.53,000000000000,000000000000,53,39349
14,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42632,443
15,192.168.30.134,35.201.97.85,005056fa9082,000c29444ae1,443,42632
16,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42632,443
17,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42632,443
18,192.168.30.134,35.201.97.85,005056fa9082,000c29444ae1,443,42632
19,192.168.30.134,35.201.97.85,005056fa9082,000c29444ae1,443,42632
20,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42632,443
21,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42632,443
22,192.168.30.134,35.201.97.85,005056fa9082,000c29444ae1,443,42632
23,192.168.30.134,35.201.97.85,005056fa9082,000c29444ae1,443,42632
24,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42632,443
25,192.168.30.134,35.201.97.85,005056fa9082,000c29444ae1,443,42632
