,source_IP,destination_IP,source_MAC,destination_MAC,source_Port,destination_Port
0,10.0.2.15,216.58.217.10,525400123502,080027c52b39,443,58208
1,216.58.217.10,10.0.2.15,080027c52b39,525400123502,58208,443
2,127.0.0.53,127.0.0.1,000000000000,000000000000,44875,53
3,127.0.0.53,127.0.0.1,000000000000,000000000000,44875,53
4,127.0.0.1,127.0.0.53,000000000000,000000000000,53,44875
5,127.0.0.1,127.0.0.53,000000000000,000000000000,53,44875
6,127.0.0.53,127.0.0.1,000000000000,000000000000,44875,53
7,127.0.0.53,127.0.0.1,000000000000,000000000000,44875,53
8,127.0.0.1,127.0.0.53,000000000000,000000000000,53,44875
9,127.0.0.1,127.0.0.53,000000000000,000000000000,53,44875
10,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51494,443
11,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
12,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51494,443
13,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51494,443
14,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
15,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
16,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51494,443
17,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
18,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51494,443
19,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
20,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51494,443
21,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51494,443
22,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
23,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
24,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51494,443
25,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
26,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
27,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51494,443
28,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
29,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
30,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51494,443
31,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
32,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
33,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51494,443
34,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51494,443
35,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
36,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
37,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51494,443
38,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51494,443
39,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
40,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
41,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51494,443
42,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
43,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
44,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51494,443
45,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
46,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
47,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51494,443
48,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
49,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
50,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51494,443
51,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
52,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
53,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51494,443
54,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
55,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
56,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51494,443
57,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
58,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
59,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51494,443
60,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
61,10.0.2.15,35.201.97.85,525400123502,080027c52b39,443,51494
