,source_IP,destination_IP,source_MAC,destination_MAC,source_Port,destination_Port
0,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51496,443
1,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51496,443
2,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51496,443
3,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51496,443
4,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51496,443
5,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51496,443
6,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51496,443
7,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51496,443
8,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51496,443
9,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51496,443
10,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51496,443
11,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51496,443
12,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51496,443
13,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51496,443
14,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51496,443
15,127.0.0.53,127.0.0.1,000000000000,000000000000,37569,53
16,127.0.0.53,127.0.0.1,000000000000,000000000000,37569,53
17,127.0.0.53,127.0.0.1,000000000000,000000000000,37569,53
18,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
19,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
20,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
21,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
22,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
23,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
24,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
25,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
26,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
27,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
28,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
29,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
30,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
31,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
32,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
33,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
34,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
35,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
36,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
37,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
38,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
39,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
40,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
41,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
42,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
43,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
44,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
45,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
46,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
47,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
48,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
49,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
50,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
51,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
52,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
53,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
54,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
55,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
56,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
57,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51498,443
