,source_IP,destination_IP,source_MAC,destination_MAC,source_Port,destination_Port
0,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
1,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
2,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
3,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
4,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
5,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
6,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
7,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
8,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
9,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
10,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
11,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
12,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
13,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
14,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
15,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
16,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
17,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
18,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
19,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
20,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
21,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
22,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
23,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
24,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
25,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
26,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
27,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
28,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
29,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
30,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
31,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
32,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
33,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
34,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
35,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
36,35.201.97.85,192.168.30.134,000c29444ae1,005056fa9082,42636,443
