,source_IP,destination_IP,source_MAC,destination_MAC,source_Port,destination_Port
0,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
1,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
2,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
3,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
4,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
5,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
6,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
7,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
8,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
9,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
10,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
11,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
12,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
13,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
14,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
15,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
16,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
17,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
18,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
19,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
20,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
21,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
22,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
23,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
24,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
25,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
26,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
27,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
28,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
29,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
30,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
31,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
32,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
33,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
34,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
35,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
36,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
37,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
38,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
39,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
40,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
41,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
42,35.201.97.85,10.0.2.15,080027c52b39,525400123502,51584,443
